,Unnamed: 0,State,Flex,Note,Case,HOPP.wind.capex,HOPP.wind.opex,HOPP.wind.rating_kw,HOPP.wind.annual_energy,HOPP.wind.CF,HOPP.wind.LCOE,HOPP.pv.capex,HOPP.pv.opex,HOPP.pv.rating_kw,HOPP.pv.annual_energy,HOPP.pv.CF,HOPP.pv.LCOE,HOPP.site.lat,HOPP.site.lon,HOPP.site.year,Electrolyzer.HOPP_EL.EL_capex,Electrolyzer.HOPP_EL.EL_opex,Electrolyzer.HOPP_EL.max_production,Electrolyzer.HOPP_EL.H2_annual_output,Electrolyzer.HOPP_EL.CF,H2_storage.initial_state_kg,H2_storage.min_demand,H2_storage.max_demand,H2_storage.HB_sizing,H2_storage.min_state_index,H2_storage.capacity_kg,H2_storage.max_chg_kgphr,H2_storage.min_chg_kgphr,H2_storage.financials.pipe_capex,H2_storage.financials.pipe_opex,H2_storage.financials.lined_capex,H2_storage.financials.lined_opex,H2_storage.financials.salt_capex,H2_storage.financials.salt_opex,Battery_storage.capacity_kWh,Battery_storage.max_chg_kW,Battery_storage.min_chg_kWr,Battery_storage.financials.battery_capex,Battery_storage.financials.battery_opex,DGA.EL.H2_tot,DGA.EL.H2_max,DGA.EL.P_EL_max,DGA.EL.rating_elec,DGA.EL.rating_H2,DGA.EL.capex_rated_power,DGA.EL.opex_rated_power,DGA.EL.capex_kgpday,DGA.EL.opex_kgpday,DGA.ASU.N2_tot,DGA.ASU.N2_max,DGA.ASU.P_ASU_max,DGA.ASU.rating_elec,DGA.ASU.rating_NH3,DGA.ASU.capex,DGA.ASU.opex,DGA.HB.NH3_tot,DGA.HB.NH3_max,DGA.HB.P_HB_max,DGA.HB.rating_elec,DGA.HB.rating_NH3,DGA.HB.capex,DGA.HB.opex,run_params.ramp_lim,run_params.turndown,run_params.plant_life,LT_NH3
10,0,TX,BAT,CF and storage,TX CF and storage BAT,727000000.0,943908118.0103396,500000.0,1457595442.3242986,33.27843475626253,3.5409558586205168,480000000.0,329270273.7245369,500000.0,963611349.165677,28.60033684738311,3.822453294330075,33.364,-98.526,2012,316683684.1358773,7755083.770092545,13367.592029851665,41680139.10118199,0.355935963342163,14545.684614117825,3901.891531539869,6503.15255256645,fraction,54,328457.53069237503,6503.15255256645,-9006.938772883508,168503643.2516728,5575614.378892794,25354729.14982124,25354729.14982124,13816638.291984249,784455.1578599662,1290999.821217527,25560.59154745529,-35401.70420510232,104324000.0,31235035.6068398,42230675.99646188,6503.152552566451,728575.2907293922,728575.2907293922,13643.73203613094,641146255.8418652,961719383.7627978,3844.535495021573,5766.80324253236,195617447.24199688,30123.36580794912,3584.680531145945,3584.680531145945,30123.36580794912,28160877.95740719,42241316.9361108,237848123.2384984,36626.518360515576,21975.911016309343,21975.911016309343,36626.518360515576,100805065.61647306,151207598.42470962,0.2,0.6,30,7135443.697154951
11,0,IA,BAT,Wind CF,IA Wind CF BAT,727000000.0,943908118.0103396,500000.0,1612234028.3657155,36.80899608140903,3.1719916164165003,480000000.0,329270273.7245369,500000.0,885181668.3278643,26.272515270005105,4.085186352262215,41.817,-94.883,2012,322944725.1781002,7908406.78672637,13550.709728890726,43031312.18538223,0.3625087060200039,2046.1644632839923,4015.917610941972,6693.196018236621,fraction,54,614065.2224228603,6693.196018236621,-8970.879045420177,313150665.31589323,10060753.084640777,36524618.57169662,36524618.57169662,18741291.673879128,938234.0188719056,2413578.676953203,26307.555940954106,-35259.97172111821,104324000.0,31545136.1371876,43559884.47535274,6693.196018236622,742979.6949539211,742979.6949539211,13913.47743359403,653822131.5594506,980733197.339176,3893.771878946725,5840.657818420088,201774496.90686807,31003.669443688646,3689.436663798948,3689.436663798948,31003.669443688646,28561163.50753007,42841745.26129511,245334381.38222373,37696.86546192527,22618.11927715516,22618.11927715516,37696.86546192527,102267386.55972658,153401079.8395899,0.2,0.6,30,7360031.441466712
12,0,IA,BAT,CF and storage,IA CF and storage BAT,727000000.0,943908118.0103396,500000.0,1612234028.3657155,36.80899608140903,3.1719916164165003,480000000.0,329270273.7245369,500000.0,885181668.3278643,26.272515270005105,4.085186352262215,41.817,-94.882,2012,322944725.1781002,7908406.78672637,13550.709728890726,43031312.18538223,0.3625087060200039,2046.1644632839923,4015.917610941972,6693.196018236621,fraction,54,614065.2224228603,6693.196018236621,-8970.879045420177,313150665.31589323,10060753.084640777,36524618.57169662,36524618.57169662,18741291.673879128,938234.0188719056,2413578.676953203,26307.555940954106,-35259.97172111821,104324000.0,31545136.1371876,43559884.47535274,6693.196018236622,742979.6949539211,742979.6949539211,13913.47743359403,653822131.5594506,980733197.339176,3893.771878946725,5840.657818420088,201774496.90686807,31003.669443688646,3689.436663798948,3689.436663798948,31003.669443688646,28561163.50753007,42841745.26129511,245334381.38222373,37696.86546192527,22618.11927715516,22618.11927715516,37696.86546192527,102267386.55972658,153401079.8395899,0.2,0.6,30,7360031.441466712
13,0,TX,BAT,green steel sites,TX green steel sites BAT,727000000.0,943908118.0103396,500000.0,1014350770.9176462,23.158693399946262,5.335889697708889,480000000.0,329270273.7245369,500000.0,1061389034.2593085,31.50241425883793,3.56522251000956,34.22,-102.74,2012,324633903.3198788,7949772.094281912,13733.827427929791,35849561.73651182,0.2979807154867519,64490.51623696558,3452.907852909588,5754.846421515979,fraction,54,234243.8486314061,5754.846421515979,-9931.718502251097,120722179.383041,4095627.38876524,21476638.80713318,21476638.80713318,12077200.390611157,731809.4573980145,920693.6618776371,22619.380002188813,-39036.54388365214,104324000.0,31590427.397348315,36203595.08494552,5754.84642151598,746865.8864989583,746865.8864989583,13986.25255616027,657241980.1190833,985862970.178625,3906.9980562518967,5860.497084377846,167699301.14529237,26657.12399065261,3172.1977548876603,3172.1977548876603,26657.12399065261,26523570.739970777,39785356.10995617,203902896.230239,32411.97041216859,19447.18224730116,19447.18224730116,32411.97041216859,94828144.9315131,142242217.39726967,0.2,0.6,30,6117086.8869071705
14,0,TX,BAT,PV CF,TX PV CF BAT,727000000.0,943908118.0103396,500000.0,1418836418.876231,32.39352554511943,3.665776816850687,480000000.0,329270273.7245369,500000.0,1164324540.8996089,34.5575776979336,3.3096995870069,31.375,-104.925,2012,324633903.3198788,7949772.094281912,13733.827427929791,44143730.5612031,0.3669216520291438,18121.11308208477,4130.786030560968,6884.643384268281,fraction,55,647982.3891398342,6884.643384268281,-9786.02507654471,330328018.520399,10600170.15304133,37820465.20153552,37820465.20153552,19303847.97097875,962810.5296525904,2546889.8422521413,27060.038354124663,-38463.89698424014,104324000.0,33572266.728623465,45055668.65826891,6884.643384268282,746865.8864989583,746865.8864989583,13986.25255616027,657241980.1190833,985862970.178625,3906.9980562518967,5860.497084377846,208703144.78158203,31890.476110658823,3794.9666571684,3794.9666571684,31890.476110658823,28958587.127378818,43437880.69106823,253758813.4398667,38775.11949492711,23265.071696956267,23265.071696956267,38775.11949492711,103719666.18087707,155579499.27131563,0.2,0.6,30,7612764.403196001
15,0,TX,BAT,Complimentarity,TX Complimentarity BAT,727000000.0,943908118.0103396,500000.0,1157285554.832087,26.422044630869568,4.601635256026814,480000000.0,329270273.7245369,500000.0,921437535.1280216,27.34860264078603,3.962196165289024,29.556,-99.636,2012,311510149.282608,7628392.064190254,13184.474330812604,36056447.28651133,0.3121878576261878,6785.478347761207,3433.218469022782,5722.030781704637,fraction,2,607576.3337996964,5722.030781704637,-9797.913144161355,309864534.0742571,9957871.35003121,36276241.46069011,36276241.46069011,18633266.346234832,933842.133813059,2388074.149671537,22490.39837999772,-38510.62294340863,104324000.0,31254877.290448066,36262027.9679732,5722.030781704638,716672.8472230129,716672.8472230129,13420.839835636947,630672105.5562514,946008158.334377,3803.593599356022,5705.390399034033,167969969.11690995,26505.118095931764,3154.10905341588,3154.10905341588,26505.118095931764,26449352.942161232,39674029.41324185,204231997.08487785,32227.14887763641,19336.28932658184,19336.28932658184,32227.14887763641,94557390.95708723,141836086.4356309,0.2,0.6,30,6126959.912546336
16,0,IA,INF,Complimentarity,IA Complimentarity INF,727000000.0,943908118.0103396,500000.0,1058950727.8711996,24.17695725733332,5.093519652016967,480000000.0,329270273.7245369,500000.0,844015679.7005694,25.050693689742925,4.228621137540587,40.674,-91.425,2012,316496680.8067721,7750504.353611227,13367.592029851665,33075851.760265317,0.282457914333562,489960.8919053868,3789.1460400189335,3789.1460400189335,fraction,1206,2713860.051811276,3789.1460400189335,-9846.529302824709,1382432216.5659354,43193703.414874166,117395760.43029268,117395760.43029268,51685921.062564366,1944292.4589867275,10666806.251366176,14893.209633281474,-38701.70838453206,104324000.0,27460238.36482295,33192919.31056375,3789.1460400189335,728145.0633078504,728145.0633078504,13635.67534284364,640767655.7109083,961151483.5663624,3843.059700921152,5764.589551381728,153753497.63729203,17551.7691366761,2088.660527264456,2088.660527264456,17551.7691366761,21612286.57131777,32418429.85697665,186946416.94782013,21340.915176695027,12804.549106017022,12804.549106017022,21340.915176695027,76946887.56942849,115420331.35414274,0.0,1.0,30,5608392.508434604
17,0,TX,INF,Min storage,TX Min storage INF,727000000.0,943908118.0103396,500000.0,1268093694.4936426,28.951910833188187,4.167258654237043,480000000.0,329270273.7245369,500000.0,1046474189.5335984,31.05973621903375,3.612440812976702,36.069,-102.819,2012,322944725.1781002,7908406.78672637,13550.709728890726,39721007.2449833,0.3346217023584403,532350.6955512025,4608.718103073535,4608.718103073535,fraction,1184,2575862.5393984644,4608.718103073535,-9304.759330520494,1311779315.544979,41005560.53854816,111874584.87853128,111874584.87853128,49532729.04390242,1879702.4796924044,10124408.08050415,18114.53138117382,-36572.28563720944,104324000.0,28019690.789323173,40372370.58292418,4608.718103073536,742979.6949539211,742979.6949539211,13913.47743359403,653822131.5594506,980733197.339176,3893.771878946725,5840.657818420088,187009558.48306373,21348.12311450584,2540.426650626195,2540.426650626195,21348.12311450584,23788646.345239583,35682969.51785938,227381929.06598216,25956.84121757938,15574.10473054763,15574.10473054763,25956.84121757938,84861451.95202132,127292177.928032,0.0,1.0,30,6821457.871979465
18,0,IA,INF,PV CF,IA PV CF INF,727000000.0,943908118.0103396,500000.0,1464599981.236282,33.438355735988175,3.5328962995530198,480000000.0,329270273.7245369,500000.0,885167805.6670794,26.27210382116903,4.083298736594538,40.74,-94.466,2012,322944725.1781002,7908406.78672637,13550.709728890726,40609512.93490249,0.3421067413123172,391506.731492798,4678.807397378148,4678.807397378148,fraction,1183,2575116.531990068,4678.807397378148,-9234.67003621588,1311397505.3378134,40993724.422126025,111844839.74510096,111844839.74510096,49521101.690390274,1879342.031733528,10121475.904070787,18390.016818288863,-36296.8002000944,104324000.0,28019690.789323177,40986352.80103248,4678.807397378148,742979.6949539211,742979.6949539211,13913.47743359403,653822131.5594506,980733197.339176,3893.771878946725,5840.657818420088,189853596.17188692,21672.78495112931,2579.061409184388,2579.061409184388,21672.78495112931,23965234.955570217,35947852.433355324,230839948.9729422,26351.59234850746,15810.95540910448,15810.95540910448,26351.59234850746,85504302.70559435,128256454.05839154,0.0,1.0,30,6925198.469188266
19,0,IA,INF,green steel sites,IA green steel sites INF,727000000.0,943908118.0103396,500000.0,906416736.8168832,20.694446046047567,6.067887287007954,480000000.0,329270273.7245369,500000.0,840615896.2624998,24.949786875371,4.24225943049352,42.55,-90.69,2012,322944725.1781002,7908406.78672637,13550.709728890726,30228262.958643436,0.2546519716424704,545380.8752566305,3478.654040910569,3478.654040910569,fraction,1302,2782803.648325014,3478.654040910569,-10434.82339268346,1417748951.288817,44290619.24660713,120168304.98972966,120168304.98972966,52763506.33079963,1979856.575586218,10937788.532045567,13672.823197039912,-41013.99382134335,104324000.0,28019690.789323177,30473009.398374688,3478.654040910569,742979.6949539211,742979.6949539211,13913.47743359403,653822131.5594506,980733197.339176,3893.771878946725,5840.657818420088,141154555.72607255,16113.533758683689,1917.5105172833587,1917.5105172833587,16113.533758683689,20725593.03952362,31088389.559285432,171627565.1244423,19592.18779959426,11755.312679756556,11755.312679756556,19592.18779959426,73726905.42210105,110590358.1331516,0.0,1.0,30,5148826.953733269
